$\epsilon$,$Q_{food}$,value,fp_num,name,stability
1.0,0.05071428571428572,17.1428571428571,0,H,False
1.0,0.05071428571428572,0.0,0,S,False
1.0,0.05071428571428572,0.00617571428571429,0,N,False
1.0,0.05071428571428572,0.150000000000000,0,C,False
1.0,0.05071428571428572,17.1428571428571,1,H,True
1.0,0.05071428571428572,42.0779220779221,1,S,True
1.0,0.05071428571428572,0.00617571428571429,1,N,True
1.0,0.05071428571428572,0.00272727272727273,1,C,True
1.0,0.05071428571428572,75.4263764404610,2,H,False
1.0,0.05071428571428572,97.8479081845327,2,S,False
1.0,0.05071428571428572,0.00272727272727273,2,N,False
1.0,0.05071428571428572,0.00416673245103681,2,C,False
1.0,0.05071428571428572,75.4263764404610,3,H,True
1.0,0.05071428571428572,7.63773617335542,3,S,True
1.0,0.05071428571428572,0.00272727272727273,3,N,True
1.0,0.05071428571428572,0.0759269120606614,3,C,True
1.0,0.06428571428571428,17.1428571428571,0,H,False
1.0,0.06428571428571428,0.0,0,S,False
1.0,0.06428571428571428,0.00780428571428571,0,N,False
1.0,0.06428571428571428,0.150000000000000,0,C,False
1.0,0.06428571428571428,17.1428571428571,1,H,True
1.0,0.06428571428571428,42.0779220779221,1,S,True
1.0,0.06428571428571428,0.00780428571428571,1,N,True
1.0,0.06428571428571428,0.00272727272727273,1,C,True
1.0,0.06428571428571428,84.8363636363636,2,H,False
1.0,0.06428571428571428,93.7265680732408,2,S,False
1.0,0.06428571428571428,0.00272727272727273,2,N,False
1.0,0.06428571428571428,0.00473669963776690,2,C,False
1.0,0.06428571428571428,84.8363636363636,3,H,True
1.0,0.06428571428571428,10.4548625136195,3,S,True
1.0,0.06428571428571428,0.00272727272727273,3,N,True
1.0,0.06428571428571428,0.0636301047699466,3,C,True
1.0,0.07785714285714285,17.1428571428571,0,H,False
1.0,0.07785714285714285,0.0,0,S,False
1.0,0.07785714285714285,0.00943285714285714,0,N,False
1.0,0.07785714285714285,0.150000000000000,0,C,False
1.0,0.07785714285714285,17.1428571428571,1,H,True
1.0,0.07785714285714285,42.0779220779221,1,S,True
1.0,0.07785714285714285,0.00943285714285714,1,N,True
1.0,0.07785714285714285,0.00272727272727273,1,C,True
1.0,0.07785714285714285,90.9658048373644,2,H,False
1.0,0.07785714285714285,88.8668726188951,2,S,False
1.0,0.07785714285714285,0.00272727272727273,2,N,False
1.0,0.07785714285714285,0.00525765927184338,2,C,False
1.0,0.07785714285714285,90.9658048373644,3,H,True
1.0,0.07785714285714285,12.7392553110256,3,S,True
1.0,0.07785714285714285,0.00272727272727273,3,N,True
1.0,0.07785714285714285,0.0554705612149260,3,C,True
1.0,0.09142857142857143,17.1428571428571,0,H,False
1.0,0.09142857142857143,0.0,0,S,False
1.0,0.09142857142857143,0.0110614285714286,0,N,False
1.0,0.09142857142857143,0.150000000000000,0,C,False
1.0,0.09142857142857143,17.1428571428571,1,H,True
1.0,0.09142857142857143,42.0779220779221,1,S,True
1.0,0.09142857142857143,0.0110614285714286,1,N,True
1.0,0.09142857142857143,0.00272727272727273,1,C,True
1.0,0.09142857142857143,95.2755681818182,2,H,False
1.0,0.09142857142857143,84.3276190276662,2,S,False
1.0,0.09142857142857143,0.00272727272727273,2,N,False
1.0,0.09142857142857143,0.00573966567283245,2,C,False
1.0,0.09142857142857143,95.2755681818182,3,H,True
1.0,0.09142857142857143,14.6525804201835,3,S,True
1.0,0.09142857142857143,0.00272727272727273,3,N,True
1.0,0.09142857142857143,0.0496176754945229,3,C,True
1.0,0.105,17.1428571428571,0,H,False
1.0,0.105,0.0,0,S,False
1.0,0.105,0.0126900000000000,0,N,False
1.0,0.105,0.150000000000000,0,C,False
1.0,0.105,17.1428571428571,1,H,True
1.0,0.105,42.0779220779221,1,S,True
1.0,0.105,0.0126900000000000,1,N,True
1.0,0.105,0.00272727272727273,1,C,True
1.0,0.105,98.4712430426716,2,H,False
1.0,0.105,80.2977370098246,2,S,False
1.0,0.105,0.00272727272727273,2,N,False
1.0,0.105,0.00619027193861558,2,C,False
1.0,0.105,98.4712430426716,3,H,True
1.0,0.105,16.3007697793889,3,S,True
1.0,0.105,0.00272727272727273,3,N,True
1.0,0.105,0.0451845804816914,3,C,True
1.0,0.11857142857142856,17.1428571428571,0,H,False
1.0,0.11857142857142856,0.0,0,S,False
1.0,0.11857142857142856,0.0143185714285714,0,N,False
1.0,0.11857142857142856,0.150000000000000,0,C,False
1.0,0.11857142857142856,17.1428571428571,1,H,True
1.0,0.11857142857142856,42.0779220779221,1,S,True
1.0,0.11857142857142856,0.0143185714285714,1,N,True
1.0,0.11857142857142856,0.00272727272727273,1,C,True
1.0,0.11857142857142856,100.935377875137,2,H,False
1.0,0.11857142857142856,76.7558428876457,2,S,False
1.0,0.11857142857142856,0.00272727272727273,2,N,False
1.0,0.11857142857142856,0.00661533568944570,2,C,False
1.0,0.11857142857142856,100.935377875137,3,H,True
1.0,0.11857142857142856,17.7534851098512,3,S,True
1.0,0.11857142857142856,0.00272727272727273,3,N,True
1.0,0.11857142857142856,0.0416886820343421,3,C,True
1.0,0.13214285714285715,17.1428571428571,0,H,False
1.0,0.13214285714285715,0.0,0,S,False
1.0,0.13214285714285715,0.0159471428571429,0,N,False
1.0,0.13214285714285715,0.150000000000000,0,C,False
1.0,0.13214285714285715,17.1428571428571,1,H,True
1.0,0.13214285714285715,42.0779220779221,1,S,True
1.0,0.13214285714285715,0.0159471428571429,1,N,True
1.0,0.13214285714285715,0.00272727272727273,1,C,True
1.0,0.13214285714285715,102.893366093366,2,H,False
1.0,0.13214285714285715,73.6342776216765,2,S,False
1.0,0.13214285714285715,0.00272727272727273,2,N,False
1.0,0.13214285714285715,0.00701953250859298,2,C,False
1.0,0.13214285714285715,102.893366093366,3,H,True
1.0,0.13214285714285715,19.0581201877112,3,S,True
1.0,0.13214285714285715,0.00272727272727273,3,N,True
1.0,0.13214285714285715,0.0388444165644469,3,C,True
1.0,0.1457142857142857,17.1428571428571,0,H,False
1.0,0.1457142857142857,0.0,0,S,False
1.0,0.1457142857142857,0.0175757142857143,0,N,False
1.0,0.1457142857142857,0.150000000000000,0,C,False
1.0,0.1457142857142857,17.1428571428571,1,H,True
1.0,0.1457142857142857,42.0779220779221,1,S,True
1.0,0.1457142857142857,0.0175757142857143,1,N,True
1.0,0.1457142857142857,0.00272727272727273,1,C,True
1.0,0.1457142857142857,104.486631016043,2,H,False
1.0,0.1457142857142857,70.8632379711994,2,S,False
1.0,0.1457142857142857,0.00272727272727273,2,N,False
1.0,0.1457142857142857,0.00740669802123650,2,C,False
1.0,0.1457142857142857,104.486631016043,3,H,True
1.0,0.1457142857142857,20.2481603224841,3,S,True
1.0,0.1457142857142857,0.00272727272727273,3,N,True
1.0,0.1457142857142857,0.0364717049928617,3,C,True
1.0,0.15928571428571428,17.1428571428571,0,H,False
1.0,0.15928571428571428,0.0,0,S,False
1.0,0.15928571428571428,0.0192042857142857,0,N,False
1.0,0.15928571428571428,0.150000000000000,0,C,False
1.0,0.15928571428571428,17.1428571428571,1,H,True
1.0,0.15928571428571428,42.0779220779221,1,S,True
1.0,0.15928571428571428,0.0192042857142857,1,N,True
1.0,0.15928571428571428,0.00272727272727273,1,C,True
1.0,0.15928571428571428,105.808397880147,2,H,False
1.0,0.15928571428571428,68.3818576316565,2,S,False
1.0,0.15928571428571428,0.00272727272727273,2,N,False
1.0,0.15928571428571428,0.00778006559587086,2,C,False
1.0,0.15928571428571428,105.808397880147,3,H,True
1.0,0.15928571428571428,21.3481379723157,3,S,True
1.0,0.15928571428571428,0.00272727272727273,3,N,True
1.0,0.15928571428571428,0.0344511355307645,3,C,True
1.0,0.17285714285714288,17.1428571428571,0,H,False
1.0,0.17285714285714288,0.0,0,S,False
1.0,0.17285714285714288,0.0208328571428572,0,N,False
1.0,0.17285714285714288,0.150000000000000,0,C,False
1.0,0.17285714285714288,17.1428571428571,1,H,True
1.0,0.17285714285714288,42.0779220779221,1,S,True
1.0,0.17285714285714288,0.0208328571428572,1,N,True
1.0,0.17285714285714288,0.00272727272727273,1,C,True
1.0,0.17285714285714288,106.922614575507,2,H,False
1.0,0.17285714285714288,66.1396755182116,2,S,False
1.0,0.17285714285714288,0.00272727272727273,2,N,False
1.0,0.17285714285714288,0.00814243888373878,2,C,False
1.0,0.17285714285714288,106.922614575507,3,H,True
1.0,0.17285714285714288,22.3766538825512,3,S,True
1.0,0.17285714285714288,0.00272727272727273,3,N,True
1.0,0.17285714285714288,0.0327002118914810,3,C,True
1.0,0.18642857142857144,17.1428571428571,0,H,False
1.0,0.18642857142857144,0.0,0,S,False
1.0,0.18642857142857144,0.0224614285714286,0,N,False
1.0,0.18642857142857144,0.150000000000000,0,C,False
1.0,0.18642857142857144,17.1428571428571,1,H,True
1.0,0.18642857142857144,42.0779220779221,1,S,True
1.0,0.18642857142857144,0.0224614285714286,1,N,True
1.0,0.18642857142857144,0.00272727272727273,1,C,True
1.0,0.18642857142857144,107.874608150470,2,H,False
1.0,0.18642857142857144,64.0954370203688,2,S,False
1.0,0.18642857142857144,0.00272727272727273,2,N,False
1.0,0.18642857142857144,0.00849632348629829,2,C,False
1.0,0.18642857142857144,107.874608150470,3,H,True
1.0,0.18642857142857144,23.3482887367256,3,S,True
1.0,0.18642857142857144,0.00272727272727273,3,N,True
1.0,0.18642857142857144,0.0311599413564869,3,C,True
1.0,0.2,17.1428571428571,0,H,False
1.0,0.2,0.0,0,S,False
1.0,0.2,0.0240900000000000,0,N,False
1.0,0.2,0.150000000000000,0,C,False
1.0,0.2,17.1428571428571,1,H,True
1.0,0.2,42.0779220779221,1,S,True
1.0,0.2,0.0240900000000000,1,N,True
1.0,0.2,0.00272727272727273,1,C,True
1.0,0.2,108.697402597403,2,H,False
1.0,0.2,62.2153674292338,2,S,False
1.0,0.2,0.00272727272727273,2,N,False
1.0,0.2,0.00884403386073725,2,C,False
1.0,0.2,108.697402597403,3,H,True
1.0,0.2,24.2748638616860,3,S,True
1.0,0.2,0.00272727272727273,3,N,True
1.0,0.2,0.0297868545690148,3,C,True
1.0357142857142858,0.01,15.3061224489796,0,H,True
1.0357142857142858,0.01,0.0,0,S,True
1.0357142857142858,0.01,0.00131142857142857,0,N,True
1.0357142857142858,0.01,0.151071428571428,0,C,True
1.0357142857142858,0.01,,1,H,False
1.0357142857142858,0.01,,1,S,False
1.0357142857142858,0.01,,1,N,False
1.0357142857142858,0.01,,1,C,False
1.0357142857142858,0.01,,2,H,False
1.0357142857142858,0.01,,2,S,False
1.0357142857142858,0.01,,2,N,False
1.0357142857142858,0.01,,2,C,False
1.0357142857142858,0.01,,3,H,False
1.0357142857142858,0.01,,3,S,False
1.0357142857142858,0.01,,3,N,False
1.0357142857142858,0.01,,3,C,False
1.0357142857142858,0.02357142857142857,15.3061224489796,0,H,False
1.0357142857142858,0.02357142857142857,0.0,0,S,False
1.0357142857142858,0.02357142857142857,0.00296908163265306,0,N,False
1.0357142857142858,0.02357142857142857,0.151071428571428,0,C,False
1.0357142857142858,0.02357142857142857,15.3061224489796,1,H,True
1.0357142857142858,0.02357142857142857,37.1650822977472,1,S,True
1.0357142857142858,0.02357142857142857,0.00296908163265305,1,N,True
1.0357142857142858,0.02357142857142857,0.00278275020341741,1,C,True
1.0357142857142858,0.02357142857142857,24.0991735537191,2,H,False
1.0357142857142858,0.02357142857142857,54.4207961782573,2,S,False
1.0357142857142858,0.02357142857142857,0.00272727272727273,2,N,False
1.0357142857142858,0.02357142857142857,0.00290126135023195,2,C,False
1.0357142857142858,0.02357142857142857,24.0991735537191,3,H,True
1.0357142857142858,0.02357142857142857,0.328386025961299,3,S,True
1.0357142857142858,0.02357142857142857,0.00272727272727273,3,N,True
1.0357142857142858,0.02357142857142857,0.139980682580532,3,C,True
1.0357142857142858,0.037142857142857144,15.3061224489796,0,H,False
1.0357142857142858,0.037142857142857144,0.0,0,S,False
1.0357142857142858,0.037142857142857144,0.00462673469387755,0,N,False
1.0357142857142858,0.037142857142857144,0.151071428571428,0,C,False
1.0357142857142858,0.037142857142857144,15.3061224489796,1,H,True
1.0357142857142858,0.037142857142857144,37.1650822977472,1,S,True
1.0357142857142858,0.037142857142857144,0.00462673469387754,1,N,True
1.0357142857142858,0.037142857142857144,0.00278275020341741,1,C,True
1.0357142857142858,0.037142857142857144,59.1398601398601,2,H,False
1.0357142857142858,0.037142857142857144,93.2301192832055,2,S,False
1.0357142857142858,0.037142857142857144,0.00272727272727273,2,N,False
1.0357142857142858,0.037142857142857144,0.00365695742208361,2,C,False
1.0357142857142858,0.037142857142857144,59.1398601398601,3,H,True
1.0357142857142858,0.037142857142857144,4.29173636681723,3,S,True
1.0357142857142858,0.037142857142857144,0.00272727272727273,3,N,True
1.0357142857142858,0.037142857142857144,0.0955001590578563,3,C,True
1.0357142857142858,0.05071428571428572,15.3061224489796,0,H,False
1.0357142857142858,0.05071428571428572,0.0,0,S,False
1.0357142857142858,0.05071428571428572,0.00628438775510204,0,N,False
1.0357142857142858,0.05071428571428572,0.151071428571428,0,C,False
1.0357142857142858,0.05071428571428572,15.3061224489796,1,H,True
1.0357142857142858,0.05071428571428572,37.1650822977472,1,S,True
1.0357142857142858,0.05071428571428572,0.00628438775510203,1,N,True
1.0357142857142858,0.05071428571428572,0.00278275020341741,1,C,True
1.0357142857142858,0.05071428571428572,75.4263764404611,2,H,False
1.0357142857142858,0.05071428571428572,94.6028633639002,2,S,False
1.0357142857142858,0.05071428571428572,0.00272727272727273,2,N,False
1.0357142857142858,0.05071428571428572,0.00433283487202699,2,C,False
1.0357142857142858,0.05071428571428572,75.4263764404611,3,H,True
1.0357142857142858,0.05071428571428572,7.94096025460507,3,S,True
1.0357142857142858,0.05071428571428572,0.00272727272727273,3,N,True
1.0357142857142858,0.05071428571428572,0.0745014744828817,3,C,True
1.0357142857142858,0.06428571428571428,15.3061224489796,0,H,False
1.0357142857142858,0.06428571428571428,0.0,0,S,False
1.0357142857142858,0.06428571428571428,0.00794204081632653,0,N,False
1.0357142857142858,0.06428571428571428,0.151071428571428,0,C,False
1.0357142857142858,0.06428571428571428,15.3061224489796,1,H,True
1.0357142857142858,0.06428571428571428,37.1650822977472,1,S,True
1.0357142857142858,0.06428571428571428,0.00794204081632652,1,N,True
1.0357142857142858,0.06428571428571428,0.00278275020341741,1,C,True
1.0357142857142858,0.06428571428571428,84.8363636363637,2,H,False
1.0357142857142858,0.06428571428571428,90.2994398443502,2,S,False
1.0357142857142858,0.06428571428571428,0.00272727272727273,2,N,False
1.0357142857142858,0.06428571428571428,0.00494866287184859,2,C,False
1.0357142857142858,0.06428571428571428,84.8363636363637,3,H,True
1.0357142857142858,0.06428571428571428,10.8480676828182,3,S,True
1.0357142857142858,0.06428571428571428,0.00272727272727273,3,N,True
1.0357142857142858,0.06428571428571428,0.0621435801441535,3,C,True
1.0357142857142858,0.07785714285714285,15.3061224489796,0,H,False
1.0357142857142858,0.07785714285714285,0.0,0,S,False
1.0357142857142858,0.07785714285714285,0.00959969387755102,0,N,False
1.0357142857142858,0.07785714285714285,0.151071428571428,0,C,False
1.0357142857142858,0.07785714285714285,15.3061224489796,1,H,True
1.0357142857142858,0.07785714285714285,37.1650822977472,1,S,True
1.0357142857142858,0.07785714285714285,0.00959969387755101,1,N,True
1.0357142857142858,0.07785714285714285,0.00278275020341741,1,C,True
1.0357142857142858,0.07785714285714285,90.9658048373645,2,H,False
1.0357142857142858,0.07785714285714285,85.3236548407725,2,S,False
1.0357142857142858,0.07785714285714285,0.00272727272727273,2,N,False
1.0357142857142858,0.07785714285714285,0.00551832318603487,2,C,False
1.0357142857142858,0.07785714285714285,90.9658048373645,3,H,True
1.0357142857142858,0.07785714285714285,13.2213570273531,3,S,True
1.0357142857142858,0.07785714285714285,0.00272727272727273,3,N,True
1.0357142857142858,0.07785714285714285,0.0539254179027895,3,C,True
1.0357142857142858,0.09142857142857143,15.3061224489796,0,H,False
1.0357142857142858,0.09142857142857143,0.0,0,S,False
1.0357142857142858,0.09142857142857143,0.0112573469387755,0,N,False
1.0357142857142858,0.09142857142857143,0.151071428571428,0,C,False
1.0357142857142858,0.09142857142857143,15.3061224489796,1,H,True
1.0357142857142858,0.09142857142857143,37.1650822977472,1,S,True
1.0357142857142858,0.09142857142857143,0.0112573469387755,1,N,True
1.0357142857142858,0.09142857142857143,0.00278275020341741,1,C,True
1.0357142857142858,0.09142857142857143,95.2755681818182,2,H,False
1.0357142857142858,0.09142857142857143,80.6893518496992,2,S,False
1.0357142857142858,0.09142857142857143,0.00272727272727273,2,N,False
1.0357142857142858,0.09142857142857143,0.00605204573369239,2,C,False
1.0357142857142858,0.09142857142857143,95.2755681818182,3,H,True
1.0357142857142858,0.09142857142857143,15.2261046912122,3,S,True
1.0357142857142858,0.09142857142857143,0.00272727272727273,3,N,True
1.0357142857142858,0.09142857142857143,0.0480138424375850,3,C,True
1.0357142857142858,0.105,15.3061224489796,0,H,False
1.0357142857142858,0.105,0.0,0,S,False
1.0357142857142858,0.105,0.0129150000000000,0,N,False
1.0357142857142858,0.105,0.151071428571428,0,C,False
1.0357142857142858,0.105,15.3061224489796,1,H,True
1.0357142857142858,0.105,37.1650822977472,1,S,True
1.0357142857142858,0.105,0.0129150000000000,1,N,True
1.0357142857142858,0.105,0.00278275020341741,1,C,True
1.0357142857142858,0.105,98.4712430426717,2,H,False
1.0357142857142858,0.105,76.5690020815279,2,S,False
1.0357142857142858,0.105,0.00272727272727273,2,N,False
1.0357142857142858,0.105,0.00655769876094368,2,C,False
1.0357142857142858,0.105,98.4712430426717,3,H,True
1.0357142857142858,0.105,16.9703321242816,3,S,True
1.0357142857142858,0.105,0.00272727272727273,3,N,True
1.0357142857142858,0.105,0.0435205297639894,3,C,True
1.0357142857142858,0.11857142857142856,15.3061224489796,0,H,False
1.0357142857142858,0.11857142857142856,0.0,0,S,False
1.0357142857142858,0.11857142857142856,0.0145726530612245,0,N,False
1.0357142857142858,0.11857142857142856,0.151071428571428,0,C,False
1.0357142857142858,0.11857142857142856,15.3061224489796,1,H,True
1.0357142857142858,0.11857142857142856,37.1650822977472,1,S,True
1.0357142857142858,0.11857142857142856,0.0145726530612245,1,N,True
1.0357142857142858,0.11857142857142856,0.00278275020341741,1,C,True
1.0357142857142858,0.11857142857142856,100.935377875137,2,H,False
1.0357142857142858,0.11857142857142856,72.9339723795370,2,S,False
1.0357142857142858,0.11857142857142856,0.00272727272727273,2,N,False
1.0357142857142858,0.11857142857142856,0.00704158505645317,2,C,False
1.0357142857142858,0.11857142857142856,100.935377875137,3,H,True
1.0357142857142858,0.11857142857142856,18.5252809470105,3,S,True
1.0357142857142858,0.11857142857142856,0.00272727272727273,3,N,True
1.0357142857142858,0.11857142857142856,0.0399618215725037,3,C,True
1.0357142857142858,0.13214285714285715,15.3061224489796,0,H,False
1.0357142857142858,0.13214285714285715,0.0,0,S,False
1.0357142857142858,0.13214285714285715,0.0162303061224490,0,N,False
1.0357142857142858,0.13214285714285715,0.151071428571428,0,C,False
1.0357142857142858,0.13214285714285715,15.3061224489796,1,H,True
1.0357142857142858,0.13214285714285715,37.1650822977472,1,S,True
1.0357142857142858,0.13214285714285715,0.0162303061224490,1,N,True
1.0357142857142858,0.13214285714285715,0.00278275020341741,1,C,True
1.0357142857142858,0.13214285714285715,102.893366093366,2,H,False
1.0357142857142858,0.13214285714285715,69.7127026032672,2,S,False
1.0357142857142858,0.13214285714285715,0.00272727272727273,2,N,False
1.0357142857142858,0.13214285714285715,0.00750896568988588,2,C,False
1.0357142857142858,0.13214285714285715,102.893366093366,3,H,True
1.0357142857142858,0.13214285714285715,19.9398313749738,3,S,True
1.0357142857142858,0.13214285714285715,0.00272727272727273,3,N,True
1.0357142857142858,0.13214285714285715,0.0370512040811869,3,C,True
1.0357142857142858,0.1457142857142857,15.3061224489796,0,H,False
1.0357142857142858,0.1457142857142857,0.0,0,S,False
1.0357142857142858,0.1457142857142857,0.0178879591836735,0,N,False
1.0357142857142858,0.1457142857142857,0.151071428571428,0,C,False
1.0357142857142858,0.1457142857142857,15.3061224489796,1,H,True
1.0357142857142858,0.1457142857142857,37.1650822977472,1,S,True
1.0357142857142858,0.1457142857142857,0.0178879591836735,1,N,True
1.0357142857142858,0.1457142857142857,0.00278275020341741,1,C,True
1.0357142857142858,0.1457142857142857,104.486631016043,2,H,False
1.0357142857142858,0.1457142857142857,66.8327060113514,2,S,False
1.0357142857142858,0.1457142857142857,0.00272727272727273,2,N,False
1.0357142857142858,0.1457142857142857,0.00796442951755176,2,C,False
1.0357142857142858,0.1457142857142857,104.486631016043,3,H,True
1.0357142857142858,0.1457142857142857,21.2490857290901,3,S,True
1.0357142857142858,0.1457142857142857,0.00272727272727273,3,N,True
1.0357142857142858,0.1457142857142857,0.0346076161436744,3,C,True
1.0357142857142858,0.15928571428571428,15.3061224489796,0,H,False
1.0357142857142858,0.15928571428571428,0.0,0,S,False
1.0357142857142858,0.15928571428571428,0.0195456122448980,0,N,False
1.0357142857142858,0.15928571428571428,0.151071428571428,0,C,False
1.0357142857142858,0.15928571428571428,15.3061224489796,1,H,True
1.0357142857142858,0.15928571428571428,37.1650822977472,1,S,True
1.0357142857142858,0.15928571428571428,0.0195456122448979,1,N,True
1.0357142857142858,0.15928571428571428,0.00278275020341741,1,C,True
1.0357142857142858,0.15928571428571428,105.808397880147,2,H,False
1.0357142857142858,0.15928571428571428,64.2307317307641,2,S,False
1.0357142857142858,0.15928571428571428,0.00272727272727273,2,N,False
1.0357142857142858,0.15928571428571428,0.00841217773127355,2,C,False
1.0357142857142858,0.15928571428571428,105.808397880147,3,H,True
1.0357142857142858,0.15928571428571428,22.4794935635528,3,S,True
1.0357142857142858,0.15928571428571428,0.00272727272727273,3,N,True
1.0357142857142858,0.15928571428571428,0.0325105273007077,3,C,True
1.0357142857142858,0.17285714285714288,15.3061224489796,0,H,False
1.0357142857142858,0.17285714285714288,0.0,0,S,False
1.0357142857142858,0.17285714285714288,0.0212032653061225,0,N,False
1.0357142857142858,0.17285714285714288,0.151071428571428,0,C,False
1.0357142857142858,0.17285714285714288,15.3061224489796,1,H,True
1.0357142857142858,0.17285714285714288,37.1650822977472,1,S,True
1.0357142857142858,0.17285714285714288,0.0212032653061224,1,N,True
1.0357142857142858,0.17285714285714288,0.00278275020341741,1,C,True
1.0357142857142858,0.17285714285714288,106.922614575508,2,H,False
1.0357142857142858,0.17285714285714288,61.8537343598721,2,S,False
1.0357142857142858,0.17285714285714288,0.00272727272727273,2,N,False
1.0357142857142858,0.17285714285714288,0.00885626979193927,2,C,False
1.0357142857142858,0.17285714285714288,106.922614575508,3,H,True
1.0357142857142858,0.17285714285714288,23.6520511257145,3,S,True
1.0357142857142858,0.17285714285714288,0.00272727272727273,3,N,True
1.0357142857142858,0.17285714285714288,0.0306760819823308,3,C,True
1.0357142857142858,0.18642857142857144,15.3061224489796,0,H,False
1.0357142857142858,0.18642857142857144,0.0,0,S,False
1.0357142857142858,0.18642857142857144,0.0228609183673469,0,N,False
1.0357142857142858,0.18642857142857144,0.151071428571428,0,C,False
1.0357142857142858,0.18642857142857144,15.3061224489796,1,H,True
1.0357142857142858,0.18642857142857144,37.1650822977472,1,S,True
1.0357142857142858,0.18642857142857144,0.0228609183673469,1,N,True
1.0357142857142858,0.18642857142857144,0.00278275020341741,1,C,True
1.0357142857142858,0.18642857142857144,107.874608150470,2,H,False
1.0357142857142858,0.18642857142857144,59.6572952585398,2,S,False
1.0357142857142858,0.18642857142857144,0.00272727272727273,2,N,False
1.0357142857142858,0.18642857142857144,0.00930086905322584,2,C,False
1.0357142857142858,0.18642857142857144,107.874608150470,3,H,True
1.0357142857142858,0.18642857142857144,24.7844470473673,3,S,True
1.0357142857142858,0.18642857142857144,0.00272727272727273,3,N,True
1.0357142857142858,0.18642857142857144,0.0290435563744183,3,C,True
1.0357142857142858,0.2,15.3061224489796,0,H,False
1.0357142857142858,0.2,0.0,0,S,False
1.0357142857142858,0.2,0.0245185714285714,0,N,False
1.0357142857142858,0.2,0.151071428571428,0,C,False
1.0357142857142858,0.2,15.3061224489796,1,H,True
1.0357142857142858,0.2,37.1650822977472,1,S,True
1.0357142857142858,0.2,0.0245185714285714,1,N,True
1.0357142857142858,0.2,0.00278275020341741,1,C,True
1.0357142857142858,0.2,108.697402597403,2,H,False
1.0357142857142858,0.2,57.6034786199500,2,S,False
1.0357142857142858,0.2,0.00272727272727273,2,N,False
1.0357142857142858,0.2,0.00975053034190850,2,C,False
1.0357142857142858,0.2,108.697402597403,3,H,True
1.0357142857142858,0.2,25.8926707804255,3,S,True
1.0357142857142858,0.2,0.00272727272727273,3,N,True
1.0357142857142858,0.2,0.0275671873147229,3,C,True
1.0714285714285714,0.01,13.4693877551021,0,H,True
1.0714285714285714,0.01,0.0,0,S,True
1.0714285714285714,0.01,0.00133285714285714,0,N,True
1.0714285714285714,0.01,0.152142857142857,0,C,True
1.0714285714285714,0.01,,1,H,False
1.0714285714285714,0.01,,1,S,False
1.0714285714285714,0.01,,1,N,False
1.0714285714285714,0.01,,1,C,False
1.0714285714285714,0.01,,2,H,False
1.0714285714285714,0.01,,2,S,False
1.0714285714285714,0.01,,2,N,False
1.0714285714285714,0.01,,2,C,False
1.0714285714285714,0.01,,3,H,False
1.0714285714285714,0.01,,3,S,False
1.0714285714285714,0.01,,3,N,False
1.0714285714285714,0.01,,3,C,False
1.0714285714285714,0.02357142857142857,13.4693877551021,0,H,False
1.0714285714285714,0.02357142857142857,0.0,0,S,False
